datetime_utc,load_forecast_mw,solar_forecast_mw,wind_onshore_forecast_mw,wind_solar_total_forecast_mw
2015-01-01 00:00:00,24934.0,15.8,5856.0,5871.8
2015-01-01 01:00:00,23515.0,8.3,5454.0,5462.3
2015-01-01 02:00:00,22642.0,2.2,5151.0,5153.2
2015-01-01 03:00:00,21785.0,8.5,4861.0,4869.5
2015-01-01 04:00:00,21441.0,3.7,4617.0,4620.7
2015-01-01 05:00:00,21285.0,2.5,4276.0,4278.5
2015-01-01 06:00:00,21545.0,12.0,3994.0,4006.0
2015-01-01 07:00:00,21443.0,38.6,3602.0,3640.6
2015-01-01 08:00:00,21560.0,783.9,3212.0,3995.9
2015-01-01 09:00:00,22824.0,1995.8,2617.0,4612.8
2015-01-01 10:00:00,23720.0,2989.8,2450.0,5439.8
2015-01-01 11:00:00,24180.0,3842.2,2819.0,6661.2
2015-01-01 12:00:00,24797.0,3812.1,2830.0,6642.1
2015-01-01 13:00:00,25222.0,3698.7,2851.0,6549.7
2015-01-01 14:00:00,24173.0,3369.0,2822.0,6191.0
2015-01-01 15:00:00,23659.0,2615.3,2562.0,5177.3
2015-01-01 16:00:00,23982.0,1387.0,2578.0,3965.0
2015-01-01 17:00:00,26981.0,399.0,2824.0,3223.0
2015-01-01 18:00:00,28515.0,100.1,2801.0,2901.1
2015-01-01 19:00:00,30482.0,44.0,2999.0,3043.0
2015-01-01 20:00:00,30739.0,25.8,3185.0,3210.8
2015-01-01 21:00:00,29756.0,12.9,3446.0,3458.9
2015-01-01 22:00:00,27589.0,13.8,3482.0,3495.8
2015-01-01 23:00:00,23959.0,13.4,3494.0,3507.4
2015-01-02 00:00:00,21692.0,9.9,3189.0,3198.9
2015-01-02 01:00:00,20247.0,9.3,2892.0,2901.3
2015-01-02 02:00:00,19529.0,10.9,2902.0,2912.9
2015-01-02 03:00:00,19198.0,8.1,2749.0,2757.1
2015-01-02 04:00:00,19821.0,7.8,3068.0,3075.8
2015-01-02 05:00:00,21620.0,9.6,3166.0,3175.6
2015-01-02 06:00:00,24379.0,17.8,3141.0,3158.8
2015-01-02 07:00:00,27389.0,63.2,3165.0,3228.2
2015-01-02 08:00:00,30619.0,690.9,2907.0,3597.9
2015-01-02 09:00:00,32419.0,1797.3,2510.0,4307.3
2015-01-02 10:00:00,32029.0,3077.8,1945.0,5022.8
2015-01-02 11:00:00,31357.0,3567.9,1486.0,5053.9
2015-01-02 12:00:00,31338.0,3572.2,1267.0,4839.2
2015-01-02 13:00:00,30874.0,3473.6,1363.0,4836.6
2015-01-02 14:00:00,30124.0,2935.1,1426.0,4361.1
2015-01-02 15:00:00,29714.0,2383.0,1678.0,4061.0
2015-01-02 16:00:00,29801.0,1211.1,1807.0,3018.1
2015-01-02 17:00:00,32257.0,392.2,2050.0,2442.2
2015-01-02 18:00:00,33183.0,98.3,1933.0,2031.3
2015-01-02 19:00:00,34839.0,52.3,1872.0,1924.3
2015-01-02 20:00:00,34392.0,30.4,1755.0,1785.4
2015-01-02 21:00:00,32614.0,18.7,1938.0,1956.7
2015-01-02 22:00:00,30236.0,16.0,2014.0,2030.0
2015-01-02 23:00:00,25995.0,16.0,1965.0,1981.0
2015-01-03 00:00:00,23763.0,15.6,1891.0,1906.6
2015-01-03 01:00:00,22030.0,8.4,2097.0,2105.4
2015-01-03 02:00:00,20996.0,1.5,2336.0,2337.5
2015-01-03 03:00:00,20478.0,0.4,2475.0,2475.4
2015-01-03 04:00:00,20505.0,0.3,2729.0,2729.3
2015-01-03 05:00:00,21061.0,1.5,2903.0,2904.5
2015-01-03 06:00:00,22175.0,22.2,3203.0,3225.2
2015-01-03 07:00:00,23448.0,24.1,3262.0,3286.1
2015-01-03 08:00:00,25783.0,682.8,3278.0,3960.8
2015-01-03 09:00:00,28305.0,1777.0,3390.0,5167.0
2015-01-03 10:00:00,29050.0,2995.8,3212.0,6207.8
2015-01-03 11:00:00,29009.0,3830.7,2928.0,6758.7
2015-01-03 12:00:00,29215.0,3939.2,2906.0,6845.2
2015-01-03 13:00:00,28964.0,3690.8,3284.0,6974.8
2015-01-03 14:00:00,27909.0,3196.7,3604.0,6800.7
2015-01-03 15:00:00,27148.0,2437.9,3835.0,6272.9
2015-01-03 16:00:00,27431.0,1347.0,4333.0,5680.0
2015-01-03 17:00:00,30039.0,366.8,4817.0,5183.8
2015-01-03 18:00:00,31051.0,106.5,5033.0,5139.5
2015-01-03 19:00:00,31606.0,23.8,4925.0,4948.8
2015-01-03 20:00:00,31598.0,20.2,5028.0,5048.2
2015-01-03 21:00:00,30406.0,10.0,5059.0,5069.0
2015-01-03 22:00:00,28372.0,9.0,5026.0,5035.0
2015-01-03 23:00:00,25923.0,8.9,5120.0,5128.9
2015-01-04 00:00:00,23255.0,10.1,5135.0,5145.1
2015-01-04 01:00:00,21315.0,10.2,4989.0,4999.2
2015-01-04 02:00:00,20632.0,10.5,5139.0,5149.5
2015-01-04 03:00:00,20120.0,9.9,5102.0,5111.9
2015-01-04 04:00:00,20122.0,10.8,5154.0,5164.8
2015-01-04 05:00:00,20351.0,11.2,5102.0,5113.2
2015-01-04 06:00:00,21205.0,41.5,5118.0,5159.5
2015-01-04 07:00:00,21885.0,38.9,4992.0,5030.9
2015-01-04 08:00:00,24170.0,684.3,4820.0,5504.3
2015-01-04 09:00:00,26622.0,1752.8,4418.0,6170.8
2015-01-04 10:00:00,27611.0,3074.4,4066.0,7140.4
2015-01-04 11:00:00,27266.0,3610.1,3779.0,7389.1
2015-01-04 12:00:00,27460.0,3960.1,3762.0,7722.1
2015-01-04 13:00:00,27328.0,3737.6,3658.0,7395.6
2015-01-04 14:00:00,26126.0,3611.5,3503.0,7114.5
2015-01-04 15:00:00,25693.0,2507.4,3432.0,5939.4
2015-01-04 16:00:00,26061.0,1434.6,3391.0,4825.6
2015-01-04 17:00:00,28827.0,440.3,3496.0,3936.3
2015-01-04 18:00:00,30293.0,115.4,3674.0,3789.4
2015-01-04 19:00:00,31250.0,43.7,3592.0,3635.7
2015-01-04 20:00:00,31831.0,57.0,3172.0,3229.0
2015-01-04 21:00:00,30589.0,49.8,2702.0,2751.8
2015-01-04 22:00:00,28489.0,30.4,2268.0,2298.4
2015-01-04 23:00:00,25632.0,20.6,1603.0,1623.6
2015-01-05 00:00:00,23220.0,27.1,1199.0,1226.1
2015-01-05 01:00:00,21772.0,16.8,1090.0,1106.8
2015-01-05 02:00:00,21220.0,15.8,1096.0,1111.8
2015-01-05 03:00:00,21099.0,8.0,1226.0,1234.0
2015-01-05 04:00:00,21914.0,8.1,1097.0,1105.1
2015-01-05 05:00:00,24715.0,9.4,1119.0,1128.4
2015-01-05 06:00:00,28862.0,18.8,1335.0,1353.8
2015-01-05 07:00:00,32003.0,29.7,1501.0,1530.7
2015-01-05 08:00:00,33500.0,615.4,1624.0,2239.4
2015-01-05 09:00:00,34000.0,1792.2,1532.0,3324.2
2015-01-05 10:00:00,34500.0,2788.0,1380.0,4168.0
2015-01-05 11:00:00,34500.0,3703.9,1243.0,4946.9
2015-01-05 12:00:00,34000.0,3777.5,1263.0,5040.5
2015-01-05 13:00:00,33735.0,3657.3,1371.0,5028.3
2015-01-05 14:00:00,33292.0,3082.8,1439.0,4521.8
2015-01-05 15:00:00,32231.0,2322.3,1396.0,3718.3
2015-01-05 16:00:00,32816.0,1362.9,1418.0,2780.9
2015-01-05 17:00:00,34936.0,361.1,1562.0,1923.1
2015-01-05 18:00:00,35642.0,80.1,1765.0,1845.1
2015-01-05 19:00:00,35348.0,29.5,1824.0,1853.5
2015-01-05 20:00:00,35242.0,37.8,1824.0,1861.8
2015-01-05 21:00:00,33296.0,36.1,1818.0,1854.1
2015-01-05 22:00:00,30124.0,35.3,1993.0,2028.3
2015-01-05 23:00:00,26563.0,3.3,2316.0,2319.3
2015-01-06 00:00:00,23787.0,0.0,2414.0,2414.0
2015-01-06 01:00:00,21585.0,0.0,2820.0,2820.0
2015-01-06 02:00:00,20453.0,0.7,2901.0,2901.7
2015-01-06 03:00:00,19751.0,1.7,3147.0,3148.7
2015-01-06 04:00:00,19559.0,0.5,3239.0,3239.5
2015-01-06 05:00:00,20002.0,0.5,3357.0,3357.5
2015-01-06 06:00:00,20122.0,2.8,3380.0,3382.8
2015-01-06 07:00:00,20066.0,22.6,3195.0,3217.6
2015-01-06 08:00:00,21317.0,492.9,3180.0,3672.9
2015-01-06 09:00:00,23498.0,1239.8,2829.0,4068.8
2015-01-06 10:00:00,24330.0,1933.4,2142.0,4075.4
2015-01-06 11:00:00,24043.0,2631.2,1773.0,4404.2
2015-01-06 12:00:00,24216.0,2814.4,1665.0,4479.4
2015-01-06 13:00:00,24221.0,2853.4,1748.0,4601.4
2015-01-06 14:00:00,23165.0,2128.3,1853.0,3981.3
2015-01-06 15:00:00,22699.0,1439.7,1726.0,3165.7
2015-01-06 16:00:00,23172.0,714.1,1751.0,2465.1
2015-01-06 17:00:00,25667.0,165.3,1733.0,1898.3
2015-01-06 18:00:00,27282.0,0.0,1864.0,1864.0
2015-01-06 19:00:00,28546.0,0.0,2125.0,2125.0
2015-01-06 20:00:00,29537.0,5.0,2527.0,2532.0
2015-01-06 21:00:00,29619.0,6.9,2668.0,2674.9
2015-01-06 22:00:00,27753.0,0.0,2557.0,2557.0
2015-01-06 23:00:00,24847.0,0.0,2481.0,2481.0
2015-01-07 00:00:00,22428.0,1.7,2174.0,2175.7
2015-01-07 01:00:00,21194.0,2.0,1691.0,1693.0
2015-01-07 02:00:00,20675.0,0.2,1280.0,1280.2
2015-01-07 03:00:00,20605.0,0.0,938.0,938.0
2015-01-07 04:00:00,21508.0,0.0,720.0,720.0
2015-01-07 05:00:00,24141.0,0.7,720.0,720.7
2015-01-07 06:00:00,29313.0,10.8,786.0,796.8
2015-01-07 07:00:00,33924.0,17.8,1077.0,1094.8
2015-01-07 08:00:00,35900.0,476.0,1294.0,1770.0
2015-01-07 09:00:00,38572.0,1226.0,944.0,2170.0
2015-01-07 10:00:00,38411.0,1913.0,609.0,2522.0
2015-01-07 11:00:00,37699.0,2496.5,437.0,2933.5
2015-01-07 12:00:00,37101.0,2836.3,405.0,3241.3
2015-01-07 13:00:00,35692.0,2755.7,384.0,3139.7
2015-01-07 14:00:00,35344.0,2261.2,361.0,2622.2
2015-01-07 15:00:00,35214.0,1784.3,387.0,2171.3
2015-01-07 16:00:00,35900.0,919.2,441.0,1360.2
2015-01-07 17:00:00,37877.0,247.3,630.0,877.3
2015-01-07 18:00:00,38557.0,66.0,885.0,951.0
2015-01-07 19:00:00,38059.0,15.2,902.0,917.2
2015-01-07 20:00:00,37160.0,16.6,920.0,936.6
2015-01-07 21:00:00,34856.0,14.8,861.0,875.8
2015-01-07 22:00:00,31628.0,14.8,1008.0,1022.8
2015-01-07 23:00:00,28966.0,13.6,1003.0,1016.6
2015-01-08 00:00:00,26654.0,9.5,1164.0,1173.5
2015-01-08 01:00:00,25184.0,6.6,1416.0,1422.6
2015-01-08 02:00:00,24528.0,2.8,1602.0,1604.8
2015-01-08 03:00:00,24221.0,1.1,1725.0,1726.1
2015-01-08 04:00:00,24862.0,1.1,1837.0,1838.1
2015-01-08 05:00:00,27285.0,0.9,2030.0,2030.9
2015-01-08 06:00:00,31571.0,11.6,2032.0,2043.6
2015-01-08 07:00:00,35024.0,33.7,1925.0,1958.7
2015-01-08 08:00:00,36750.0,599.9,1944.0,2543.9
2015-01-08 09:00:00,37175.0,1611.0,2000.0,3611.0
2015-01-08 10:00:00,37443.0,2448.1,2122.0,4570.1
2015-01-08 11:00:00,36897.0,3003.2,1789.0,4792.2
2015-01-08 12:00:00,36322.0,3256.7,2051.0,5307.7
2015-01-08 13:00:00,34954.0,3233.0,2196.0,5429.0
2015-01-08 14:00:00,34551.0,2948.4,2405.0,5353.4
2015-01-08 15:00:00,34509.0,2288.5,2354.0,4642.5
2015-01-08 16:00:00,35217.0,1183.0,2012.0,3195.0
2015-01-08 17:00:00,37575.0,300.4,2292.0,2592.4
2015-01-08 18:00:00,38545.0,54.9,2829.0,2883.9
2015-01-08 19:00:00,37831.0,9.1,3749.0,3758.1
2015-01-08 20:00:00,37533.0,18.7,4055.0,4073.7
2015-01-08 21:00:00,35073.0,18.1,4444.0,4462.1
2015-01-08 22:00:00,31945.0,13.9,4773.0,4786.9
2015-01-08 23:00:00,28822.0,18.1,5096.0,5114.1
2015-01-09 00:00:00,26341.0,16.4,4655.0,4671.4
2015-01-09 01:00:00,24787.0,16.4,3762.0,3778.4
2015-01-09 02:00:00,24064.0,16.9,3295.0,3311.9
2015-01-09 03:00:00,23863.0,7.6,2982.0,2989.6
2015-01-09 04:00:00,24523.0,2.3,3178.0,3180.3
2015-01-09 05:00:00,27019.0,1.2,3246.0,3247.2
2015-01-09 06:00:00,31981.0,5.9,3615.0,3620.9
2015-01-09 07:00:00,35885.0,58.1,3592.0,3650.1
2015-01-09 08:00:00,37313.0,669.7,3425.0,4094.7
2015-01-09 09:00:00,37861.0,1825.2,3357.0,5182.2
2015-01-09 10:00:00,37763.0,2942.4,3297.0,6239.4
2015-01-09 11:00:00,36997.0,3719.3,3184.0,6903.3
2015-01-09 12:00:00,36348.0,3822.4,3081.0,6903.4
2015-01-09 13:00:00,34971.0,3667.2,3125.0,6792.2
2015-01-09 14:00:00,34166.0,3409.1,3086.0,6495.1
2015-01-09 15:00:00,33928.0,2688.7,3102.0,5790.7
2015-01-09 16:00:00,34330.0,1407.1,3122.0,4529.1
2015-01-09 17:00:00,36647.0,535.1,3170.0,3705.1
2015-01-09 18:00:00,37522.0,112.5,3454.0,3566.5
2015-01-09 19:00:00,36775.0,10.9,3678.0,3688.9
2015-01-09 20:00:00,36188.0,41.8,3793.0,3834.8
2015-01-09 21:00:00,34087.0,22.8,3802.0,3824.8
2015-01-09 22:00:00,31640.0,32.4,3490.0,3522.4
2015-01-09 23:00:00,28361.0,20.5,3530.0,3550.5
2015-01-10 00:00:00,25732.0,15.7,3600.0,3615.7
2015-01-10 01:00:00,24083.0,14.7,3732.0,3746.7
2015-01-10 02:00:00,23172.0,16.4,4001.0,4017.4
2015-01-10 03:00:00,22824.0,14.5,4034.0,4048.5
2015-01-10 04:00:00,22897.0,7.4,4256.0,4263.4
2015-01-10 05:00:00,23609.0,1.7,4577.0,4578.7
2015-01-10 06:00:00,25089.0,14.9,4817.0,4831.9
2015-01-10 07:00:00,26849.0,48.6,5003.0,5051.6
2015-01-10 08:00:00,29780.0,675.6,4761.0,5436.6
2015-01-10 09:00:00,31580.0,1852.1,4216.0,6068.1
2015-01-10 10:00:00,31602.0,3006.3,3410.0,6416.3
2015-01-10 11:00:00,30705.0,3643.5,2615.0,6258.5
2015-01-10 12:00:00,30454.0,3613.1,2380.0,5993.1
2015-01-10 13:00:00,29863.0,3505.8,2033.0,5538.8
2015-01-10 14:00:00,28735.0,3275.7,2170.0,5445.7
2015-01-10 15:00:00,27975.0,2560.0,2239.0,4799.0
2015-01-10 16:00:00,28231.0,1323.4,2523.0,3846.4
2015-01-10 17:00:00,30816.0,530.9,3437.0,3967.9
2015-01-10 18:00:00,32221.0,60.8,4068.0,4128.8
2015-01-10 19:00:00,33021.0,29.1,4477.0,4506.1
2015-01-10 20:00:00,32974.0,17.5,4782.0,4799.5
2015-01-10 21:00:00,31250.0,11.7,5061.0,5072.7
2015-01-10 22:00:00,29100.0,11.6,5258.0,5269.6
2015-01-10 23:00:00,27151.0,13.6,5576.0,5589.6
2015-01-11 00:00:00,24678.0,9.6,5764.0,5773.6
2015-01-11 01:00:00,22881.0,9.7,5821.0,5830.7
2015-01-11 02:00:00,21813.0,10.5,6357.0,6367.5
2015-01-11 03:00:00,21311.0,9.4,6877.0,6886.4
2015-01-11 04:00:00,21322.0,9.2,7443.0,7452.2
2015-01-11 05:00:00,21833.0,9.9,7802.0,7811.9
2015-01-11 06:00:00,22989.0,15.5,7646.0,7661.5
2015-01-11 07:00:00,23720.0,65.1,7993.0,8058.1
2015-01-11 08:00:00,25311.0,654.1,7976.0,8630.1
2015-01-11 09:00:00,27534.0,1655.7,7778.0,9433.7
2015-01-11 10:00:00,28489.0,2706.6,7413.0,10119.6
2015-01-11 11:00:00,28390.0,3285.7,6877.0,10162.7
2015-01-11 12:00:00,28675.0,3388.7,6561.0,9949.7
2015-01-11 13:00:00,28390.0,3242.0,6320.0,9562.0
2015-01-11 14:00:00,27184.0,2983.3,5725.0,8708.3
2015-01-11 15:00:00,26659.0,2343.6,5292.0,7635.6
2015-01-11 16:00:00,26900.0,1324.3,5102.0,6426.3
2015-01-11 17:00:00,29557.0,421.4,4744.0,5165.4
2015-01-11 18:00:00,31150.0,76.6,4642.0,4718.6
2015-01-11 19:00:00,32441.0,33.4,4357.0,4390.4
2015-01-11 20:00:00,32767.0,17.7,4143.0,4160.7
2015-01-11 21:00:00,31511.0,16.1,3713.0,3729.1
2015-01-11 22:00:00,29184.0,16.0,3465.0,3481.0
2015-01-11 23:00:00,26383.0,15.7,3720.0,3735.7
2015-01-12 00:00:00,24038.0,17.5,4007.0,4024.5
2015-01-12 01:00:00,22581.0,6.4,4303.0,4309.4
2015-01-12 02:00:00,21986.0,1.6,4524.0,4525.6
2015-01-12 03:00:00,21947.0,0.0,4901.0,4901.0
2015-01-12 04:00:00,22829.0,0.0,5093.0,5093.0
2015-01-12 05:00:00,25819.0,0.1,5286.0,5286.1
2015-01-12 06:00:00,30454.0,8.9,5642.0,5650.9
2015-01-12 07:00:00,33968.0,45.6,5999.0,6044.6
2015-01-12 08:00:00,35774.0,564.9,6167.0,6731.9
2015-01-12 09:00:00,36684.0,1447.0,6254.0,7701.0
2015-01-12 10:00:00,36512.0,2304.0,5989.0,8293.0
2015-01-12 11:00:00,35821.0,3060.2,5826.0,8886.2
2015-01-12 12:00:00,35372.0,3303.6,6259.0,9562.6
2015-01-12 13:00:00,34002.0,3211.7,6537.0,9748.7
2015-01-12 14:00:00,33302.0,2660.4,6419.0,9079.4
2015-01-12 15:00:00,33160.0,1767.4,6291.0,8058.4
2015-01-12 16:00:00,33691.0,861.7,6024.0,6885.7
2015-01-12 17:00:00,35832.0,253.6,6371.0,6624.6
2015-01-12 18:00:00,36860.0,0.0,7046.0,7046.0
2015-01-12 19:00:00,37197.0,0.0,7392.0,7392.0
2015-01-12 20:00:00,36798.0,3.6,7595.0,7598.6
2015-01-12 21:00:00,34537.0,2.3,7758.0,7760.3
2015-01-12 22:00:00,31207.0,1.4,7996.0,7997.4
2015-01-12 23:00:00,28161.0,4.4,8097.0,8101.4
2015-01-13 00:00:00,25814.0,0.0,7806.0,7806.0
2015-01-13 01:00:00,24609.0,0.1,7376.0,7376.1
2015-01-13 02:00:00,24062.0,0.7,7098.0,7098.7
2015-01-13 03:00:00,23903.0,3.2,6814.0,6817.2
2015-01-13 04:00:00,24462.0,1.4,6962.0,6963.4
2015-01-13 05:00:00,27029.0,1.0,6887.0,6888.0
2015-01-13 06:00:00,31669.0,8.5,6901.0,6909.5
2015-01-13 07:00:00,35277.0,61.1,6887.0,6948.1
2015-01-13 08:00:00,36330.0,650.1,7022.0,7672.1
2015-01-13 09:00:00,36982.0,1695.3,6650.0,8345.3
2015-01-13 10:00:00,36787.0,2715.3,5847.0,8562.3
2015-01-13 11:00:00,36279.0,3316.6,5519.0,8835.6
2015-01-13 12:00:00,35781.0,3421.9,6002.0,9423.9
2015-01-13 13:00:00,34485.0,3350.0,6334.0,9684.0
2015-01-13 14:00:00,33826.0,3012.4,6593.0,9605.4
2015-01-13 15:00:00,33745.0,2280.4,6291.0,8571.4
2015-01-13 16:00:00,34067.0,1292.0,5959.0,7251.0
2015-01-13 17:00:00,36388.0,437.1,5636.0,6073.1
2015-01-13 18:00:00,37797.0,4.4,5604.0,5608.4
2015-01-13 19:00:00,37691.0,8.1,5820.0,5828.1
2015-01-13 20:00:00,36952.0,16.1,5901.0,5917.1
2015-01-13 21:00:00,34327.0,11.2,5718.0,5729.2
2015-01-13 22:00:00,31228.0,5.5,5770.0,5775.5
2015-01-13 23:00:00,28401.0,1.0,5993.0,5994.0
2015-01-14 00:00:00,25944.0,2.7,6256.0,6258.7
2015-01-14 01:00:00,24597.0,0.6,6577.0,6577.6
2015-01-14 02:00:00,24158.0,0.5,6625.0,6625.5
2015-01-14 03:00:00,24076.0,0.1,6428.0,6428.1
2015-01-14 04:00:00,24612.0,0.1,6395.0,6395.1
2015-01-14 05:00:00,27154.0,0.2,5557.0,5557.2
2015-01-14 06:00:00,32225.0,1.8,4933.0,4934.8
2015-01-14 07:00:00,35671.0,58.1,4636.0,4694.1
2015-01-14 08:00:00,36366.0,497.2,4658.0,5155.2
2015-01-14 09:00:00,36501.0,1344.9,4549.0,5893.9
2015-01-14 10:00:00,36304.0,2280.9,4313.0,6593.9
2015-01-14 11:00:00,35821.0,2894.5,4447.0,7341.5
2015-01-14 12:00:00,35422.0,3158.9,5041.0,8199.9
2015-01-14 13:00:00,34070.0,3111.3,5388.0,8499.3
2015-01-14 14:00:00,33419.0,2642.5,5530.0,8172.5
2015-01-14 15:00:00,33189.0,1870.5,5641.0,7511.5
2015-01-14 16:00:00,33748.0,829.9,5604.0,6433.9
2015-01-14 17:00:00,36210.0,285.4,5888.0,6173.4
2015-01-14 18:00:00,38021.0,30.8,6335.0,6365.8
2015-01-14 19:00:00,38219.0,11.0,6924.0,6935.0
2015-01-14 20:00:00,37223.0,21.9,7523.0,7544.9
2015-01-14 21:00:00,34534.0,14.6,8025.0,8039.6
2015-01-14 22:00:00,31369.0,0.0,8085.0,8085.0
2015-01-14 23:00:00,28158.0,3.9,8424.0,8427.9
2015-01-15 00:00:00,25897.0,0.0,8463.0,8463.0
2015-01-15 01:00:00,24636.0,0.0,8402.0,8402.0
2015-01-15 02:00:00,23966.0,0.3,8319.0,8319.3
2015-01-15 03:00:00,23884.0,0.5,8337.0,8337.5
2015-01-15 04:00:00,24391.0,0.6,8093.0,8093.6
2015-01-15 05:00:00,26919.0,0.5,7992.0,7992.5
2015-01-15 06:00:00,31770.0,21.1,8186.0,8207.1
2015-01-15 07:00:00,35369.0,72.5,8689.0,8761.5
2015-01-15 08:00:00,36242.0,567.2,9166.0,9733.2
2015-01-15 09:00:00,36975.0,1397.4,9423.0,10820.4
2015-01-15 10:00:00,36838.0,2191.4,9164.0,11355.4
2015-01-15 11:00:00,36431.0,2556.4,9595.0,12151.4
2015-01-15 12:00:00,36047.0,2639.8,9905.0,12544.8
2015-01-15 13:00:00,34655.0,2456.6,9694.0,12150.6
2015-01-15 14:00:00,34111.0,1901.7,10147.0,12048.7
2015-01-15 15:00:00,34190.0,1181.3,10370.0,11551.3
2015-01-15 16:00:00,34596.0,453.7,10246.0,10699.7
2015-01-15 17:00:00,36820.0,60.5,10109.0,10169.5
2015-01-15 18:00:00,38704.0,11.1,10483.0,10494.1
2015-01-15 19:00:00,38572.0,10.7,11013.0,11023.7
2015-01-15 20:00:00,37657.0,3.3,11527.0,11530.3
2015-01-15 21:00:00,34804.0,3.2,12069.0,12072.2
2015-01-15 22:00:00,31605.0,3.2,11549.0,11552.2
2015-01-15 23:00:00,28330.0,6.2,10850.0,10856.2
2015-01-16 00:00:00,26071.0,0.0,9975.0,9975.0
2015-01-16 01:00:00,24619.0,0.0,9267.0,9267.0
2015-01-16 02:00:00,24127.0,0.5,8578.0,8578.5
2015-01-16 03:00:00,23954.0,4.0,8099.0,8103.0
2015-01-16 04:00:00,24612.0,3.8,8683.0,8686.8
2015-01-16 05:00:00,27024.0,1.5,8602.0,8603.5
2015-01-16 06:00:00,31796.0,11.9,8277.0,8288.9
2015-01-16 07:00:00,35288.0,46.8,8769.0,8815.8
2015-01-16 08:00:00,36377.0,415.8,9186.0,9601.8
2015-01-16 09:00:00,36967.0,1032.3,9546.0,10578.3
2015-01-16 10:00:00,36823.0,1627.6,9912.0,11539.6
2015-01-16 11:00:00,36450.0,2276.1,10797.0,13073.1
2015-01-16 12:00:00,36098.0,2613.4,11646.0,14259.4
2015-01-16 13:00:00,34828.0,2538.1,12710.0,15248.1
2015-01-16 14:00:00,34019.0,2271.6,13327.0,15598.6
2015-01-16 15:00:00,33853.0,1691.4,12385.0,14076.4
2015-01-16 16:00:00,34258.0,765.3,11017.0,11782.3
2015-01-16 17:00:00,36326.0,187.4,10038.0,10225.4
2015-01-16 18:00:00,37410.0,33.1,9097.0,9130.1
2015-01-16 19:00:00,37004.0,17.7,9500.0,9517.7
2015-01-16 20:00:00,36315.0,36.9,9839.0,9875.9
2015-01-16 21:00:00,34030.0,36.3,9487.0,9523.3
2015-01-16 22:00:00,31310.0,32.4,9505.0,9537.4
2015-01-16 23:00:00,29129.0,34.2,9235.0,9269.2
2015-01-17 00:00:00,26616.0,35.2,9170.0,9205.2
2015-01-17 01:00:00,24814.0,17.2,8834.0,8851.2
2015-01-17 02:00:00,23925.0,1.6,8180.0,8181.6
2015-01-17 03:00:00,23574.0,1.5,7714.0,7715.5
2015-01-17 04:00:00,23512.0,0.4,7366.0,7366.4
2015-01-17 05:00:00,24045.0,0.2,6668.0,6668.2
2015-01-17 06:00:00,25660.0,5.2,6236.0,6241.2
2015-01-17 07:00:00,27391.0,104.4,6310.0,6414.4
2015-01-17 08:00:00,30302.0,713.1,5935.0,6648.1
2015-01-17 09:00:00,32302.0,1815.2,5592.0,7407.2
2015-01-17 10:00:00,32532.0,2804.5,5285.0,8089.5
2015-01-17 11:00:00,31904.0,3456.6,5401.0,8857.6
2015-01-17 12:00:00,31786.0,3558.4,5774.0,9332.4
2015-01-17 13:00:00,31219.0,3311.9,6184.0,9495.9
2015-01-17 14:00:00,29977.0,2821.9,6420.0,9241.9
2015-01-17 15:00:00,29407.0,2015.9,6318.0,8333.9
2015-01-17 16:00:00,29815.0,801.4,5924.0,6725.4
2015-01-17 17:00:00,32270.0,165.4,5367.0,5532.4
2015-01-17 18:00:00,33840.0,61.8,5576.0,5637.8
2015-01-17 19:00:00,34565.0,28.4,6135.0,6163.4
2015-01-17 20:00:00,34255.0,25.6,6385.0,6410.6
2015-01-17 21:00:00,32574.0,25.5,6305.0,6330.5
2015-01-17 22:00:00,30278.0,26.0,6331.0,6357.0
2015-01-17 23:00:00,27766.0,24.2,6624.0,6648.2
2015-01-18 00:00:00,25570.0,10.9,6510.0,6520.9
2015-01-18 01:00:00,23730.0,5.7,6574.0,6579.7
2015-01-18 02:00:00,22613.0,8.1,6723.0,6731.1
2015-01-18 03:00:00,22167.0,5.7,6671.0,6676.7
2015-01-18 04:00:00,22147.0,5.9,6417.0,6422.9
2015-01-18 05:00:00,22534.0,4.1,6512.0,6516.1
2015-01-18 06:00:00,23616.0,7.2,6396.0,6403.2
2015-01-18 07:00:00,24469.0,60.3,6140.0,6200.3
2015-01-18 08:00:00,26207.0,280.1,5765.0,6045.1
2015-01-18 09:00:00,28561.0,641.2,5287.0,5928.2
2015-01-18 10:00:00,29673.0,927.0,5032.0,5959.0
2015-01-18 11:00:00,29685.0,1069.5,5018.0,6087.5
2015-01-18 12:00:00,30046.0,879.8,5049.0,5928.8
2015-01-18 13:00:00,29932.0,703.1,5045.0,5748.1
2015-01-18 14:00:00,28724.0,551.6,5190.0,5741.6
2015-01-18 15:00:00,28234.0,346.1,5902.0,6248.1
2015-01-18 16:00:00,28603.0,134.6,6843.0,6977.6
2015-01-18 17:00:00,30986.0,23.6,7164.0,7187.6
2015-01-18 18:00:00,33027.0,8.9,7052.0,7060.9
2015-01-18 19:00:00,34451.0,9.7,6376.0,6385.7
2015-01-18 20:00:00,34616.0,10.4,6241.0,6251.4
2015-01-18 21:00:00,33252.0,9.0,5771.0,5780.0
2015-01-18 22:00:00,30662.0,10.8,5046.0,5056.8
2015-01-18 23:00:00,27198.0,1.2,4746.0,4747.2
